Freq.	V(n002)	V(n004)/V(n002)
3.79632831515074e+004	(-3.89152066951725e+000dB,1.19570640293307e+002°)	(1.61700869554994e+000dB,-1.75444292035404e+002°)
3.80507975573903e+004	(-3.96830992562253e+000dB,1.19274391295557e+002°)	(1.63073872172638e+000dB,-1.76530478942273e+002°)
3.81385137048141e+004	(-4.04468435058670e+000dB,1.18983160458432e+002°)	(1.64136516119922e+000dB,-1.77619691782011e+002°)
3.82264320588409e+004	(-4.12064379057401e+000dB,1.18696833673732e+002°)	(1.64886532967220e+000dB,-1.78711162802867e+002°)
3.83145530856052e+004	(-4.19618834569412e+000dB,1.18415299721376e+002°)	(1.65322314195323e+000dB,-1.79804114577313e+002°)
3.84028772523158e+004	(-4.27131835333227e+000dB,1.18138450202508e+002°)	(1.65442922710848e+000dB,1.79102236693554e+002°)
3.84914050272588e+004	(-4.34603437243231e+000dB,1.17866179473062e+002°)	(1.65248099588354e+000dB,1.78008677807134e+002°)
3.85801368797995e+004	(-4.42033716867824e+000dB,1.17598384577961e+002°)	(1.64738265937637e+000dB,1.76915995154072e+002°)
3.86690732803853e+004	(-4.49422770052190e+000dB,1.17334965186071e+002°)	(1.63914519867977e+000dB,1.75824971317402e+002°)
3.87582147005484e+004	(-4.56770710600763e+000dB,1.17075823526031e+002°)	(1.62778628595195e+000dB,1.74736381712768e+002°)
3.88475616129075e+004	(-4.64077669034608e+000dB,1.16820864323040e+002°)	(1.61333015810239e+000dB,1.73650991305566e+002°)
3.89371144911711e+004	(-4.71343791419255e+000dB,1.16569994736685e+002°)	(1.59580744497895e+000dB,1.72569551439341e+002°)
3.90268738101397e+004	(-4.78569238258743e+000dB,1.16323124299852e+002°)	(1.57525495459207e+000dB,1.71492796807546e+002°)
3.91168400457082e+004	(-4.85754183451909e+000dB,1.16080164858769e+002°)	(1.55171541849887e+000dB,1.70421442598023e+002°)
3.92070136748687e+004	(-4.92898813307162e+000dB,1.15841030514204e+002°)	(1.52523720098027e+000dB,1.69356181836224e+002°)
3.92973951757127e+004	(-5.00003325612290e+000dB,1.15605637563839e+002°)	(1.49587397606669e+000dB,1.68297682949552e+002°)
3.93879850274341e+004	(-5.07067928756050e+000dB,1.15373904445815e+002°)	(1.46368437679649e+000dB,1.67246587571147e+002°)
3.94787837103310e+004	(-5.14092840898516e+000dB,1.15145751683466e+002°)	(1.42873162132177e+000dB,1.66203508597295e+002°)
3.95697917058093e+004	(-5.21078289187435e+000dB,1.14921101831227e+002°)	(1.39108312060661e+000dB,1.65169028508379e+002°)
3.96610094963840e+004	(-5.28024509017985e+000dB,1.14699879421694e+002°)	(1.35081007249735e+000dB,1.64143697959043e+002°)
3.97524375656830e+004	(-5.34931743333568e+000dB,1.14482010913852e+002°)	(1.30798704688709e+000dB,1.63128034639179e+002°)
3.98440763984488e+004	(-5.41800241965431e+000dB,1.14267424642426e+002°)	(1.26269156655445e+000dB,1.62122522403466e+002°)
3.99359264805412e+004	(-5.48630261009084e+000dB,1.14056050768354e+002°)	(1.21500368804032e+000dB,1.61127610663622e+002°)
4.00279882989404e+004	(-5.55422062235634e+000dB,1.13847821230369e+002°)	(1.16500558664570e+000dB,1.60143714034321e+002°)
4.01202623417488e+004	(-5.62175912536267e+000dB,1.13642669697657e+002°)	(1.11278114930024e+000dB,1.59171212220923e+002°)
4.02127490981943e+004	(-5.68892083398261e+000dB,1.13440531523592e+002°)	(1.05841557867827e+000dB,1.58210450134796e+002°)
4.03054490586325e+004	(-5.75570850410995e+000dB,1.13241343700523e+002°)	(1.00199501153799e+000dB,1.57261738220059e+002°)
4.03983627145493e+004	(-5.82212492800517e+000dB,1.13045044815594e+002°)	(9.43606153840514e-001dB,1.56325352974140e+002°)
4.04914905585637e+004	(-5.88817292991325e+000dB,1.12851575007603e+002°)	(8.83335934783145e-001dB,1.55401537643454e+002°)
4.05848330844302e+004	(-5.95385536194077e+000dB,1.12660875924857e+002°)	(8.21271181460727e-001dB,1.54490503074902e+002°)
4.06783907870416e+004	(-6.01917510018003e+000dB,1.12472890684043e+002°)	(7.57498315462120e-001dB,1.53592428703640e+002°)
4.07721641624316e+004	(-6.08413504106863e+000dB,1.12287563830072e+002°)	(6.92103072322048e-001dB,1.52707463657657e+002°)
4.08661537077772e+004	(-6.14873809797335e+000dB,1.12104841296914e+002°)	(6.25170244385884e-001dB,1.51835727960109e+002°)
4.09603599214017e+004	(-6.21298719798752e+000dB,1.11924670369389e+002°)	(5.56783447313949e-001dB,1.50977313811008e+002°)
4.10547833027770e+004	(-6.27688527893161e+000dB,1.11746999645918e+002°)	(4.87024910152021e-001dB,1.50132286930742e+002°)
4.11494243525264e+004	(-6.34043528654716e+000dB,1.11571779002222e+002°)	(4.15975288631283e-001dB,1.49300687948954e+002°)
4.12442835724275e+004	(-6.40364017187426e+000dB,1.11398959555942e+002°)	(3.43713501131666e-001dB,1.48482533823467e+002°)
4.13393614654144e+004	(-6.46650288880344e+000dB,1.11228493632195e+002°)	(2.70316586548781e-001dB,1.47677819275224e+002°)
4.14346585355805e+004	(-6.52902639179297e+000dB,1.11060334730027e+002°)	(1.95859583146150e-001dB,1.46886518226518e+002°)
4.15301752881815e+004	(-6.59121363374291e+000dB,1.10894437489776e+002°)	(1.20415427346702e-001dB,1.46108585231127e+002°)
4.16259122296377e+004	(-6.65306756401746e+000dB,1.10730757661303e+002°)	(4.40548713219639e-002dB,1.45343956886313e+002°)
4.17218698675367e+004	(-6.71459112660782e+000dB,1.10569252073111e+002°)	(-3.31535818315796e-002dB,1.44592553217951e+002°)
4.18180487106366e+004	(-6.77578725842750e+000dB,1.10409878602301e+002°)	(-1.11143726582442e-001dB,1.43854279031305e+002°)
4.19144492688678e+004	(-6.83665888773296e+000dB,1.10252596145385e+002°)	(-1.89851688394796e-001dB,1.43129025221171e+002°)
4.20110720533366e+004	(-6.89720893266221e+000dB,1.10097364589917e+002°)	(-2.69215943375648e-001dB,1.42416670036246e+002°)
4.21079175763273e+004	(-6.95744029988459e+000dB,1.09944144786928e+002°)	(-3.49177325399191e-001dB,1.41717080293606e+002°)
4.22049863513053e+004	(-7.01735588335552e+000dB,1.09792898524167e+002°)	(-4.29679021939732e-001dB,1.41030112540138e+002°)
4.23022788929196e+004	(-7.07695856316929e+000dB,1.09643588500102e+002°)	(-5.10666559803741e-001dB,1.40355614158659e+002°)
4.23997957170055e+004	(-7.13625120450483e+000dB,1.09496178298691e+002°)	(-5.92087781902261e-001dB,1.39693424417205e+002°)
4.24975373405875e+004	(-7.19523665665810e+000dB,1.09350632364886e+002°)	(-6.73892816148022e-001dB,1.39043375460687e+002°)
4.25955042818820e+004	(-7.25391775215617e+000dB,1.09206915980867e+002°)	(-7.56034037499907e-001dB,1.38405293244707e+002°)
4.26936970602999e+004	(-7.31229730594761e+000dB,1.09064995242969e+002°)	(-8.38466024112548e-001dB,1.37778998411864e+002°)
4.27921161964496e+004	(-7.37037811466479e+000dB,1.08924837039307e+002°)	(-9.21145508481896e-001dB,1.37164307111307e+002°)
4.28907622121396e+004	(-7.42816295595311e+000dB,1.08786409028061e+002°)	(-1.00403132441013e+000dB,1.36561031762700e+002°)
4.29896356303811e+004	(-7.48565458786301e+000dB,1.08649679616415e+002°)	(-1.08708435054562e+000dB,1.35968981766060e+002°)
4.30887369753913e+004	(-7.54285574830088e+000dB,1.08514617940125e+002°)	(-1.17026745118894e+000dB,1.35387964159172e+002°)
4.31880667725956e+004	(-7.59976915453489e+000dB,1.08381193843706e+002°)	(-1.25354541499086e+000dB,1.34817784224524e+002°)
4.32876255486306e+004	(-7.65639750275212e+000dB,1.08249377861205e+002°)	(-1.33688489210744e+000dB,1.34258246047814e+002°)
4.33874138313472e+004	(-7.71274346766369e+000dB,1.08119141197565e+002°)	(-1.42025433031880e+000dB,1.33709153030213e+002°)
4.34874321498128e+004	(-7.76880970215473e+000dB,1.07990455710541e+002°)	(-1.50362391056300e+000dB,1.33170308356651e+002°)
4.35876810343146e+004	(-7.82459883697608e+000dB,1.07863293893167e+002°)	(-1.58696548228404e+000dB,1.32641515422397e+002°)
4.36881610163623e+004	(-7.88011348047513e+000dB,1.07737628856742e+002°)	(-1.67025249894530e+000dB,1.32122578220271e+002°)
4.37888726286906e+004	(-7.93535621836289e+000dB,1.07613434314341e+002°)	(-1.75345995401448e+000dB,1.31613301690756e+002°)
4.38898164052626e+004	(-7.99032961351515e+000dB,1.07490684564805e+002°)	(-1.83656431768465e+000dB,1.31113492037304e+002°)
4.39909928812720e+004	(-8.04503620580508e+000dB,1.07369354477230e+002°)	(-1.91954347455836e+000dB,1.30622957009033e+002°)
4.40924025931465e+004	(-8.09947851196542e+000dB,1.07249419475903e+002°)	(-2.00237666248713e+000dB,1.30141506152998e+002°)
4.41940460785503e+004	(-8.15365902547803e+000dB,1.07130855525699e+002°)	(-2.08504441272715e+000dB,1.29668951038111e+002°)
4.42959238763871e+004	(-8.20758021648889e+000dB,1.07013639117912e+002°)	(-2.16752849154343e+000dB,1.29205105452739e+002°)
4.43980365268026e+004	(-8.26124453174702e+000dB,1.06897747256510e+002°)	(-2.24981184336985e+000dB,1.28749785577895e+002°)
4.45003845711882e+004	(-8.31465439456522e+000dB,1.06783157444788e+002°)	(-2.33187853560900e+000dB,1.28302810137877e+002°)
4.46029685521829e+004	(-8.36781220480158e+000dB,1.06669847672433e+002°)	(-2.41371370513555e+000dB,1.27864000530100e+002°)
4.47057890136767e+004	(-8.42072033885982e+000dB,1.06557796402958e+002°)	(-2.49530350654966e+000dB,1.27433180935777e+002°)
4.48088465008136e+004	(-8.47338114970747e+000dB,1.06446982561512e+002°)	(-2.57663506220985e+000dB,1.27010178413029e+002°)
4.49121415599940e+004	(-8.52579696691039e+000dB,1.06337385523049e+002°)	(-2.65769641406193e+000dB,1.26594822973889e+002°)
4.50000000000000e+004	(-8.57009437756505e+000dB,1.06245304685639e+002°)	(-2.72627693158797e+000dB,1.26248165339998e+002°)
Step Information: Step=81  (Run: 81/100)
2.70000000000000e+004	(-2.05846062579187e+000dB,-1.25145499504685e+002°)	(-8.68700337324088e+000dB,-1.07027841172758e+002°)
2.70622414281033e+004	(-1.97163146633834e+000dB,-1.25544952828317e+002°)	(-8.63537524362519e+000dB,-1.07130209751024e+002°)
2.71246263375167e+004	(-1.88438903319254e+000dB,-1.25952325816053e+002°)	(-8.58350849796198e+000dB,-1.07233709658401e+002°)
2.71871550589987e+004	(-1.79674203286201e+000dB,-1.26367817016396e+002°)	(-8.53140084363926e+000dB,-1.07338359681682e+002°)
2.72498279240705e+004	(-1.70870009572651e+000dB,-1.26791629683464e+002°)	(-8.47904996363398e+000dB,-1.07444179012748e+002°)
2.73126452650173e+004	(-1.62027383459217e+000dB,-1.27223971784054e+002°)	(-8.42645351639163e+000dB,-1.07551187259089e+002°)
2.73756074148903e+004	(-1.53147490624682e+000dB,-1.27665055990321e+002°)	(-8.37360913571690e+000dB,-1.07659404454642e+002°)
2.74387147075088e+004	(-1.44231607609712e+000dB,-1.28115099656264e+002°)	(-8.32051443067632e+000dB,-1.07768851070951e+002°)
2.75019674774611e+004	(-1.35281128595943e+000dB,-1.28574324776059e+002°)	(-8.26716698551384e+000dB,-1.07879548028657e+002°)
2.75653660601073e+004	(-1.26297572506382e+000dB,-1.29042957922117e+002°)	(-8.21356435958043e+000dB,-1.07991516709336e+002°)
2.76289107915803e+004	(-1.17282590431632e+000dB,-1.29521230160557e+002°)	(-8.15970408727869e+000dB,-1.08104778967697e+002°)
2.76926020087880e+004	(-1.08237973384754e+000dB,-1.30009376941605e+002°)	(-8.10558367802370e+000dB,-1.08219357144133e+002°)
2.77564400494148e+004	(-9.91656603854662e-001dB,-1.30507637962254e+002°)	(-8.05120061622150e+000dB,-1.08335274077667e+002°)
2.78204252519236e+004	(-9.00677468719119e-001dB,-1.31016256998286e+002°)	(-7.99655236126614e+000dB,-1.08452553119279e+002°)
2.78845579555577e+004	(-8.09464934354142e-001dB,-1.31535481702604e+002°)	(-7.94163634755709e+000dB,-1.08571218145642e+002°)
2.79488385003423e+004	(-7.18043348702125e-001dB,-1.32065563366564e+002°)	(-7.88644998453825e+000dB,-1.08691293573274e+002°)
2.80132672270863e+004	(-6.26438895264116e-001dB,-1.32606756640841e+002°)	(-7.83099065676029e+000dB,-1.08812804373117e+002°)
2.80778444773846e+004	(-5.34679689498911e-001dB,-1.33159319212123e+002°)	(-7.77525572396785e+000dB,-1.08935776085570e+002°)
2.81425705936192e+004	(-4.42795877879310e-001dB,-1.33723511431744e+002°)	(-7.71924252121346e+000dB,-1.09060234835974e+002°)
2.82074459189616e+004	(-3.50819739336282e-001dB,-1.34299595892183e+002°)	(-7.66294835900015e+000dB,-1.09186207350570e+002°)
2.82724707973743e+004	(-2.58785788757649e-001dB,-1.34887836947173e+002°)	(-7.60637052345451e+000dB,-1.09313720972954e+002°)
2.83376455736127e+004	(-1.66730882136213e-001dB,-1.35488500171015e+002°)	(-7.54950627653265e+000dB,-1.09442803681031e+002°)
2.84029705932270e+004	(-7.46943228835042e-002dB,-1.36101851752577e+002°)	(-7.49235285626108e+000dB,-1.09573484104493e+002°)
2.84684462025640e+004	(1.72820312639659e-002dB,-1.36728157819346e+002°)	(-7.43490747701502e+000dB,-1.09705791542838e+002°)
2.85340727487687e+004	(1.09153661413611e-001dB,-1.37367683686878e+002°)	(-7.37716732983665e+000dB,-1.09839755983938e+002°)
2.85998505797868e+004	(2.00873281535621e-001dB,-1.38020693028988e+002°)	(-7.31912958279602e+000dB,-1.09975408123190e+002°)
2.86657800443655e+004	(2.92390734218754e-001dB,-1.38687446964085e+002°)	(-7.26079138139753e+000dB,-1.10112779383252e+002°)
2.87318614920565e+004	(3.83652889173531e-001dB,-1.39368203053237e+002°)	(-7.20214984903500e+000dB,-1.10251901934394e+002°)
2.87980952732169e+004	(4.74603545622787e-001dB,-1.40063214205749e+002°)	(-7.14320208749856e+000dB,-1.10392808715476e+002°)
2.88644817390117e+004	(5.65183339857570e-001dB,-1.40772727488414e+002°)	(-7.08394517753674e+000dB,-1.10535533455581e+002°)
2.89310212414153e+004	(6.55329659379774e-001dB,-1.41496982835061e+002°)	(-7.02437617947768e+000dB,-1.10680110696312e+002°)
2.89977141332136e+004	(7.44976565200773e-001dB,-1.42236211653590e+002°)	(-6.96449213391290e+000dB,-1.10826575814792e+002°)
2.90645607680055e+004	(8.34054724016488e-001dB,-1.42990635328476e+002°)	(-6.90429006244812e+000dB,-1.10974965047363e+002°)
2.91315615002053e+004	(9.22491352129551e-001dB,-1.43760463617625e+002°)	(-6.84376696852541e+000dB,-1.11125315514032e+002°)
2.91987166850443e+004	(1.01021017313709e+000dB,-1.44545892943550e+002°)	(-6.78291983832105e+000dB,-1.11277665243670e+002°)
2.92660266785724e+004	(1.09713139154332e+000dB,-1.45347104580159e+002°)	(-6.72174564172440e+000dB,-1.11432053199992e+002°)
2.93334918376607e+004	(1.18317168458556e+000dB,-1.46164262737931e+002°)	(-6.66024133340281e+000dB,-1.11588519308347e+002°)
2.94011125200026e+004	(1.26824421467581e+000dB,-1.46997512551987e+002°)	(-6.59840385395795e+000dB,-1.11747104483327e+002°)
2.94688890841164e+004	(1.35225866495069e+000dB,-1.47846977979487e+002°)	(-6.53623013117983e+000dB,-1.11907850657239e+002°)
2.95368218893465e+004	(1.43512130048579e+000dB,-1.48712759614963e+002°)	(-6.47371708140435e+000dB,-1.12070800809449e+002°)
2.96049112958659e+004	(1.51673505775703e+000dB,-1.49594932434566e+002°)	(-6.41086161098128e+000dB,-1.12235998996637e+002°)
2.96731576646780e+004	(1.59699966491630e+000dB,-1.50493543482753e+002°)	(-6.34766061785951e+000dB,-1.12403490383973e+002°)
2.97415613576181e+004	(1.67581179538207e+000dB,-1.51408609517708e+002°)	(-6.28411099329716e+000dB,-1.12573321277253e+002°)
2.98101227373559e+004	(1.75306525712083e+000dB,-1.52340114634655e+002°)	(-6.22020962370439e+000dB,-1.12745539156023e+002°)
2.98788421673969e+004	(1.82865121980389e+000dB,-1.53288007889186e+002°)	(-6.15595339262718e+000dB,-1.12920192707700e+002°)
2.99477200120848e+004	(1.90245848175975e+000dB,-1.54252200945739e+002°)	(-6.09133918288138e+000dB,-1.13097331862739e+002°)
3.00167566366029e+004	(1.97437377829897e+000dB,-1.55232565779306e+002°)	(-6.02636387884581e+000dB,-1.13277007830859e+002°)
3.00859524069766e+004	(2.04428213255958e+000dB,-1.56228932461303e+002°)	(-5.96102436892519e+000dB,-1.13459273138362e+002°)
3.01553076900751e+004	(2.11206724950678e+000dB,-1.57241087063119e+002°)	(-5.89531754819280e+000dB,-1.13644181666560e+002°)
3.02248228536130e+004	(2.17761195311790e+000dB,-1.58268769713199e+002°)	(-5.82924032122474e+000dB,-1.13831788691359e+002°)
3.02944982661529e+004	(2.24079866609522e+000dB,-1.59311672845279e+002°)	(-5.76278960513721e+000dB,-1.14022150924002e+002°)
3.03643342971069e+004	(2.30150993068337e+000dB,-1.60369439676748e+002°)	(-5.69596233283989e+000dB,-1.14215326553015e+002°)
3.04343313167387e+004	(2.35962896833002e+000dB,-1.61441662956636e+002°)	(-5.62875545651862e+000dB,-1.14411375287371e+002°)
3.05044896961655e+004	(2.41504027503667e+000dB,-1.62527884022556e+002°)	(-5.56116595136154e+000dB,-1.14610358400900e+002°)
3.05748098073600e+004	(2.46763024831548e+000dB,-1.63627592204759e+002°)	(-5.49319081954405e+000dB,-1.14812338777974e+002°)
3.06452920231524e+004	(2.51728784072109e+000dB,-1.64740224613385e+002°)	(-5.42482709448826e+000dB,-1.15017380960480e+002°)
3.07159367172325e+004	(2.56390523399033e+000dB,-1.65865166341735e+002°)	(-5.35607184541409e+000dB,-1.15225551196107e+002°)
3.07867442641515e+004	(2.60737852692535e+000dB,-1.67001751114148e+002°)	(-5.28692218219974e+000dB,-1.15436917487969e+002°)
3.08577150393237e+004	(2.64760842932906e+000dB,-1.68149262401606e+002°)	(-5.21737526057070e+000dB,-1.15651549645577e+002°)
3.09288494190294e+004	(2.68450095358056e+000dB,-1.69306935021776e+002°)	(-5.14742828763729e+000dB,-1.15869519337179e+002°)
3.10001477804157e+004	(2.71796809485199e+000dB,-1.70473957232722e+002°)	(-5.07707852780209e+000dB,-1.16090900143475e+002°)
3.10716105014997e+004	(2.74792849055244e+000dB,-1.71649473321264e+002°)	(-5.00632330905963e+000dB,-1.16315767612724e+002°)
3.11432379611694e+004	(2.77430804936330e+000dB,-1.72832586678051e+002°)	(-4.93516002971234e+000dB,-1.16544199317243e+002°)
3.12150305391866e+004	(2.79704054022880e+000dB,-1.74022363342015e+002°)	(-4.86358616552784e+000dB,-1.16776274911299e+002°)
3.12869886161883e+004	(2.81606813190040e+000dB,-1.75217835987425e+002°)	(-4.79159927736414e+000dB,-1.17012076190404e+002°)
3.13591125736891e+004	(2.83134187411160e+000dB,-1.76418008317313e+002°)	(-4.71919701929105e+000dB,-1.17251687151979e+002°)
3.14314027940832e+004	(2.84282211218388e+000dB,-1.77621859818104e+002°)	(-4.64637714723739e+000dB,-1.17495194057408e+002°)
3.15038596606459e+004	(2.85047882781804e+000dB,-1.78828350822072e+002°)	(-4.57313752819533e+000dB,-1.17742685495422e+002°)
3.15764835575364e+004	(2.85429189999479e+000dB,1.79963572182964e+002°)	(-4.49947615001520e+000dB,-1.17994252446825e+002°)
3.16492748697994e+004	(2.85425128125986e+000dB,1.78754971063189e+002°)	(-4.42539113182528e+000dB,-1.18249988350496e+002°)
3.17222339833672e+004	(2.85035708616543e+000dB,1.77546910438430e+002°)	(-4.35088073511384e+000dB,-1.18509989170630e+002°)
3.17953612850617e+004	(2.84261959023814e+000dB,1.76340452045429e+002°)	(-4.27594337551175e+000dB,-1.18774353465171e+002°)
3.18686571625966e+004	(2.83105913949228e+000dB,1.75136649139185e+002°)	(-4.20057763531674e+000dB,-1.19043182455354e+002°)
3.19421220045793e+004	(2.81570597215591e+000dB,1.73936541005858e+002°)	(-4.12478227680213e+000dB,-1.19316580096292e+002°)
3.20157562005132e+004	(2.79659995587314e+000dB,1.72741147658023e+002°)	(-4.04855625635503e+000dB,-1.19594653148496e+002°)
3.20895601407994e+004	(2.77379024513997e+000dB,1.71551464778610e+002°)	(-3.97189873949135e+000dB,-1.19877511250229e+002°)
3.21635342167390e+004	(2.74733486507944e+000dB,1.70368458973984e+002°)	(-3.89480911679742e+000dB,-1.20165266990563e+002°)
3.22376788205352e+004	(2.71730022882500e+000dB,1.69193063389355e+002°)	(-3.81728702084993e+000dB,-1.20458035982988e+002°)
3.23119943452954e+004	(2.68376059673170e+000dB,1.68026173731512e+002°)	(-3.73933234416879e+000dB,-1.20755936939405e+002°)
3.23864811850331e+004	(2.64679748635152e+000dB,1.66868644734849e+002°)	(-3.66094525825972e+000dB,-1.21059091744316e+002°)
3.24611397346700e+004	(2.60649904258265e+000dB,1.65721287097305e+002°)	(-3.58212623380573e+000dB,-1.21367625528976e+002°)
3.25359703900384e+004	(2.56295937763140e+000dB,1.64584864903293e+002°)	(-3.50287606206941e+000dB,-1.21681666745281e+002°)
3.26109735478829e+004	(2.51627789041959e+000dB,1.63460093541355e+002°)	(-3.42319587757021e+000dB,-1.22001347239099e+002°)
3.26861496058629e+004	(2.46655857484463e+000dB,1.62347638115372e+002°)	(-3.34308718210336e+000dB,-1.22326802322726e+002°)
3.27614989625542e+004	(2.41390932587873e+000dB,1.61248112339910e+002°)	(-3.26255187016928e+000dB,-1.22658170846135e+002°)
3.28370220174518e+004	(2.35844125190501e+000dB,1.60162077902841e+002°)	(-3.18159225588511e+000dB,-1.22995595266607e+002°)
3.29127191709712e+004	(2.30026800096336e+000dB,1.59090044271970e+002°)	(-3.10021110145134e+000dB,-1.23339221716317e+002°)
3.29885908244514e+004	(2.23950510775061e+000dB,1.58032468916986e+002°)	(-3.01841164724929e+000dB,-1.23689200067388e+002°)
3.30646373801562e+004	(2.17626936732142e+000dB,1.56989757913814e+002°)	(-2.93619764364630e+000dB,-1.24045683993869e+002°)
3.31408592412768e+004	(2.11067824049890e+000dB,1.55962266895242e+002°)	(-2.85357338458747e+000dB,-1.24408831030050e+002°)
3.32172568119341e+004	(2.04284929505753e+000dB,1.54950302309603e+002°)	(-2.77054374305348e+000dB,-1.24778802624444e+002°)
3.32938304971804e+004	(1.97289968581091e+000dB,1.53954122948203e+002°)	(-2.68711420846529e+000dB,-1.25155764188716e+002°)
3.33705807030016e+004	(1.90094567584545e+000dB,1.52973941701958e+002°)	(-2.60329092611608e+000dB,-1.25539885140758e+002°)
3.34475078363198e+004	(1.82710220030514e+000dB,1.52009927508341e+002°)	(-2.51908073871116e+000dB,-1.25931338941026e+002°)
3.35246123049949e+004	(1.75148247336828e+000dB,1.51062207451003e+002°)	(-2.43449123009514e+000dB,-1.26330303121185e+002°)
3.36018945178272e+004	(1.67419763837030e+000dB,1.50130868976304e+002°)	(-2.34953077124392e+000dB,-1.26736959303995e+002°)
3.36793548845593e+004	(1.59535646042620e+000dB,1.49215962193269e+002°)	(-2.26420856859627e+000dB,-1.27151493213302e+002°)
3.37569938158783e+004	(1.51506506039406e+000dB,1.48317502226115e+002°)	(-2.17853471479617e+000dB,-1.27574094672857e+002°)
3.38348117234181e+004	(1.43342668859380e+000dB,1.47435471591321e+002°)	(-2.09252024191170e+000dB,-1.28004957592619e+002°)
3.39128090197614e+004	(1.35054153635414e+000dB,1.46569822574200e+002°)	(-2.00617717718995e+000dB,-1.28444279941046e+002°)
3.39909861184423e+004	(1.26650658319850e+000dB,1.45720479582886e+002°)	(-1.91951860139947e+000dB,-1.28892263701762e+002°)
3.40693434339479e+004	(1.18141547728998e+000dB,1.44887341460671e+002°)	(-1.83255870980142e+000dB,-1.29349114812883e+002°)
3.41478813817209e+004	(1.09535844663304e+000dB,1.44070283740465e+002°)	(-1.74531287577919e+000dB,-1.29815043087104e+002°)
3.42266003781616e+004	(1.00842223846409e+000dB,1.43269160827890e+002°)	(-1.65779771714148e+000dB,-1.30290262110551e+002°)
3.43055008406304e+004	(9.20690084248237e-001dB,1.42483808102108e+002°)	(-1.57003116509716e+000dB,-1.30774989118224e+002°)
3.43845831874497e+004	(8.32241687727708e-001dB,1.41714043925826e+002°)	(-1.48203253588049e+000dB,-1.31269444843722e+002°)
3.44638478379061e+004	(7.43153233531168e-001dB,1.40959671558079e+002°)	(-1.39382260498213e+000dB,-1.31773853340787e+002°)
3.45432952122530e+004	(6.53497413944225e-001dB,1.40220480965345e+002°)	(-1.30542368391537e+000dB,-1.32288441774030e+002°)
3.46229257317124e+004	(5.63343471555834e-001dB,1.39496250528235e+002°)	(-1.21685969941593e+000dB,-1.32813440176076e+002°)
3.47027398184774e+004	(4.72757255624664e-001dB,1.38786748642517e+002°)	(-1.12815627493987e+000dB,-1.33349081168187e+002°)
3.47827378957144e+004	(3.81801290150564e-001dB,1.38091735214519e+002°)	(-1.03934081428473e+000dB,-1.33895599641278e+002°)
3.48629203875652e+004	(2.90534851784127e-001dB,1.37410963052053e+002°)	(-9.50442587115027e-001dB,-1.34453232394115e+002°)
3.49432877191494e+004	(1.99014055858314e-001dB,1.36744179152912e+002°)	(-8.61492816123898e-001dB,-1.35022217725338e+002°)
3.50238403165666e+004	(1.07291948975925e-001dB,1.36091125893745e+002°)	(-7.72524765508141e-001dB,-1.35602794975839e+002°)
3.51045786068986e+004	(1.54186067359614e-002dB,1.35451542122704e+002°)	(-6.83573830372879e-001dB,-1.36195204017953e+002°)
3.51855030182119e+004	(-7.65587646755644e-002dB,1.34825164159725e+002°)	(-5.94677626615367e-001dB,-1.36799684687815e+002°)
3.52666139795595e+004	(-1.68595724167014e-001dB,1.34211726708640e+002°)	(-5.05876080764433e-001dB,-1.37416476157245e+002°)
3.53479119209838e+004	(-2.60650489701051e-001dB,1.33610963685568e+002°)	(-4.17211519172419e-001dB,-1.38045816241491e+002°)
3.54293972735183e+004	(-3.52683831417989e-001dB,1.33022608968150e+002°)	(-3.28728755870674e-001dB,-1.38687940639235e+002°)
3.55110704691902e+004	(-4.44658964692570e-001dB,1.32446397070308e+002°)	(-2.40475178307755e-001dB,-1.39343082101360e+002°)
3.55929319410228e+004	(-5.36541443790840e-001dB,1.31882063747170e+002°)	(-1.52500830090990e-001dB,-1.40011469525155e+002°)
3.56749821230373e+004	(-6.28299056695748e-001dB,1.31329346534787e+002°)	(-6.48584897496792e-002dB,-1.40693326970885e+002°)
3.57572214502557e+004	(-7.19901721584019e-001dB,1.30787985229155e+002°)	(2.23962555710857e-002dB,-1.41388872597974e+002°)
3.58396503587027e+004	(-8.11321385356530e-001dB,1.30257722308943e+002°)	(1.09204942687166e-001dB,-1.42098317518496e+002°)
3.59222692854082e+004	(-9.02531924553364e-001dB,1.29738303306174e+002°)	(1.95506172538931e-001dB,-1.42821864566180e+002°)
3.60050786684095e+004	(-9.93509048921212e-001dB,1.29229477128908e+002°)	(2.81235559371436e-001dB,-1.43559706979826e+002°)
3.60880789467537e+004	(-1.08423020784377e+000dB,1.28730996339830e+002°)	(3.66325690474452e-001dB,-1.44312027000778e+002°)
3.61712705605000e+004	(-1.17467449979595e+000dB,1.28242617394401e+002°)	(4.50706098134525e-001dB,-1.45078994385056e+002°)
3.62546539507221e+004	(-1.26482258493901e+000dB,1.27764100842058e+002°)	(5.34303245552844e-001dB,-1.45860764831804e+002°)
3.63382295595104e+004	(-1.35465660093490e+000dB,1.27295211493738e+002°)	(6.17040528575293e-001dB,-1.46657478330949e+002°)
3.64219978299744e+004	(-1.44416008202587e+000dB,1.26835718558763e+002°)	(6.98838295157805e-001dB,-1.47469257434368e+002°)
3.65059592062452e+004	(-1.53331788139592e+000dB,1.26385395753983e+002°)	(7.79613884549752e-001dB,-1.48296205456387e+002°)
